Employee_ID,Age,Gender,Marital_Status,Department,Job_Role,Job_Level,Monthly_Income,Hourly_Rate,Years_at_Company,Years_in_Current_Role,Years_Since_Last_Promotion,Work_Life_Balance,Job_Satisfaction,Performance_Rating,Training_Hours_Last_Year,Overtime,Project_Count,Average_Hours_Worked_Per_Week,Absenteeism,Work_Environment_Satisfaction,Relationship_with_Manager,Job_Involvement,Distance_From_Home,Number_of_Companies_Worked,Attrition
594,57.0,Male,Single,Marketing,Executive,2,16434.0,54,22.0,10,0,3,3.0,3,47,Yes,4,53,4,3,1,3,13,3,No
595,31.0,Male,Single,IT,Manager,2,7938.0,91,7.0,7,0,1,2.0,3,86,No,5,56,16,3,1,3,18,4,No
596,43.0,Male,Divorced,Marketing,Executive,4,8417.0,82,14.0,6,6,2,3.0,4,47,No,7,33,14,1,4,1,3,1,Yes
597,47.0,Female,Married,Marketing,Analyst,1,11881.0,60,26.0,14,4,4,5.0,4,60,No,6,53,5,2,1,2,37,4,No
598,27.0,Female,Married,Sales,Assistant,5,8603.0,92,24.0,10,2,1,2.0,1,11,Yes,8,52,13,4,2,2,33,3,No
599,47.0,Male,Single,Sales,Executive,1,5212.0,27,27.0,5,0,2,3.0,2,77,No,8,58,13,3,3,4,41,1,Yes
600,55.0,Male,Divorced,Sales,Manager,2,19766.0,41,29.0,11,9,2,4.0,4,55,No,8,31,16,4,2,3,24,4,No
601,45.0,Male,Married,IT,Analyst,5,14695.0,20,10.0,1,5,2,2.0,4,17,No,3,50,7,1,2,2,8,3,No
602,27.0,Female,Single,IT,Assistant,1,12775.0,31,17.0,2,0,3,2.0,2,26,No,6,59,7,2,2,3,35,4,No
603,47.0,Male,Divorced,Marketing,Assistant,3,17559.0,50,14.0,8,8,1,4.0,2,27,No,7,55,18,1,2,3,2,2,No
604,47.0,Female,Married,Sales,Executive,4,9146.0,95,8.0,1,1,1,2.0,4,81,No,9,49,8,1,3,3,33,2,No
605,56.0,Female,Married,IT,Assistant,4,3371.0,16,4.0,3,0,2,3.0,2,79,Yes,4,45,10,4,3,4,12,3,Yes
606,55.0,Female,Divorced,HR,Executive,3,8565.0,91,26.0,2,6,4,2.0,1,51,Yes,5,32,12,4,2,1,22,3,Yes
607,46.0,Male,Divorced,Marketing,Executive,2,11802.0,66,16.0,5,5,1,3.0,3,15,Yes,8,46,12,3,2,4,13,4,No
608,36.0,Female,Divorced,Finance,Analyst,5,11307.0,80,24.0,4,5,3,4.0,3,76,Yes,1,34,18,2,1,2,10,3,No
609,28.0,Male,Divorced,Marketing,Analyst,4,10437.0,66,13.0,13,4,4,1.0,4,57,No,6,55,18,1,1,1,17,2,Yes
610,52.0,Female,Single,Finance,Manager,3,3446.0,57,22.0,7,3,4,4.0,4,92,No,4,37,4,3,3,2,43,2,No
611,39.0,Male,Divorced,Sales,Analyst,3,4391.0,36,27.0,5,3,4,3.0,1,8,Yes,5,41,15,3,1,1,5,1,No
612,32.0,Female,Married,Finance,Analyst,2,14516.0,69,25.0,8,2,4,5.0,2,25,Yes,5,54,8,1,3,1,9,4,Yes
613,47.0,Male,Married,Sales,Executive,2,18454.0,81,27.0,4,9,1,4.0,4,27,Yes,2,52,19,1,3,4,13,3,Yes
614,48.0,Female,Single,HR,Analyst,1,14891.0,74,20.0,12,7,2,5.0,3,76,No,8,41,2,3,4,3,23,3,No
615,32.0,Male,Married,Finance,Executive,4,17998.0,72,18.0,6,6,4,5.0,1,35,No,2,56,18,1,3,3,30,3,No
616,54.0,Male,Married,Marketing,Executive,1,8969.0,26,14.0,4,8,3,3.0,1,8,No,4,30,4,1,1,1,43,4,Yes
617,25.0,Male,Divorced,Sales,Analyst,3,12265.0,83,18.0,2,0,3,3.0,2,46,Yes,5,30,7,4,4,4,4,2,No
618,37.0,Male,Married,Marketing,Manager,5,18861.0,98,5.0,1,6,2,1.0,4,77,Yes,1,44,13,2,1,2,21,3,Yes
619,24.0,Female,Single,IT,Manager,5,8454.0,53,26.0,14,9,1,2.0,4,50,Yes,6,46,2,3,3,2,43,3,No
620,44.0,Female,Divorced,Sales,Assistant,2,6150.0,27,9.0,14,3,2,4.0,1,75,Yes,2,31,12,1,3,3,9,2,No
621,21.0,Male,Divorced,Finance,Assistant,5,18386.0,55,28.0,1,6,4,3.0,3,56,Yes,5,46,10,3,2,3,7,3,No
622,29.0,Female,Single,Sales,Analyst,5,9414.0,71,3.0,8,0,1,4.0,4,31,No,6,49,7,2,3,2,16,1,No
623,49.0,Male,Divorced,Marketing,Manager,5,7657.0,67,8.0,14,4,1,5.0,3,66,No,8,55,18,3,4,2,23,2,No
624,24.0,Male,Divorced,HR,Executive,3,13486.0,26,20.0,4,2,4,2.0,1,56,No,9,38,9,3,3,4,23,2,Yes
625,52.0,Female,Single,Sales,Assistant,5,17894.0,27,22.0,5,4,3,1.0,4,53,No,6,41,17,3,2,2,31,2,Yes
626,20.0,Male,Divorced,Finance,Executive,5,8480.0,88,10.0,11,3,4,4.0,3,15,No,5,33,17,4,3,4,5,1,No
627,37.0,Male,Single,IT,Assistant,5,11033.0,71,22.0,8,1,2,2.0,1,61,Yes,4,42,6,2,3,3,6,2,No
628,51.0,Female,Single,HR,Analyst,1,3983.0,54,19.0,12,3,4,1.0,3,83,No,2,33,15,2,3,2,1,4,No
629,30.0,Male,Married,IT,Manager,3,11543.0,94,21.0,7,2,3,4.0,4,95,Yes,2,36,5,3,2,3,48,4,No
630,40.0,Male,Married,Sales,Assistant,2,12916.0,59,28.0,13,0,4,2.0,2,55,No,7,43,15,3,1,1,28,4,No
631,45.0,Male,Divorced,Marketing,Manager,1,13143.0,49,3.0,8,9,2,3.0,3,22,Yes,5,56,15,2,3,1,18,2,No
632,44.0,Male,Divorced,Marketing,Executive,4,18581.0,17,11.0,13,7,2,4.0,2,16,Yes,7,38,0,1,4,1,24,2,No
633,41.0,Female,Single,Finance,Analyst,3,4907.0,19,11.0,8,4,3,2.0,4,79,Yes,1,52,18,4,2,2,13,2,No
634,46.0,Female,Divorced,Marketing,Manager,3,12216.0,25,17.0,6,3,2,1.0,2,37,Yes,1,30,2,2,4,3,33,1,No
635,32.0,Female,Single,HR,Analyst,4,11737.0,85,16.0,10,9,2,2.0,1,71,Yes,5,30,5,3,3,2,10,4,No
636,52.0,Male,Single,Marketing,Manager,4,16757.0,70,7.0,2,4,4,3.0,2,82,Yes,2,49,3,1,2,3,7,3,No
637,53.0,Male,Divorced,Finance,Executive,4,7174.0,24,4.0,6,3,1,4.0,3,29,No,8,33,3,1,3,4,37,3,No
638,54.0,Female,Single,Sales,Executive,2,18708.0,48,23.0,14,2,2,4.0,3,57,Yes,3,30,3,1,4,2,32,2,No
639,20.0,Male,Married,Sales,Analyst,5,12297.0,81,19.0,1,4,2,4.0,2,97,Yes,1,51,9,4,2,1,45,1,No
640,40.0,Male,Divorced,Marketing,Executive,3,4990.0,86,12.0,1,3,3,3.0,1,77,No,2,39,8,4,1,4,22,2,No
641,25.0,Male,Married,IT,Assistant,5,8596.0,45,15.0,11,0,3,1.0,4,21,Yes,7,31,7,2,1,3,16,3,Yes
642,47.0,Male,Divorced,Sales,Manager,5,19374.0,89,11.0,3,2,4,4.0,2,16,No,6,56,18,2,1,2,24,4,No
643,36.0,Female,Single,Marketing,Executive,4,6775.0,85,5.0,3,9,4,1.0,3,14,No,8,50,16,2,3,3,14,3,Yes
644,24.0,Female,Divorced,Finance,Assistant,2,18706.0,80,5.0,11,9,2,2.0,3,47,Yes,7,53,16,2,2,3,11,4,No
645,50.0,Female,Married,Marketing,Analyst,1,17645.0,84,15.0,13,7,1,1.0,2,31,Yes,8,44,0,3,4,2,19,4,No
646,24.0,Male,Single,Sales,Assistant,2,16668.0,55,29.0,5,6,1,1.0,2,76,No,3,32,19,4,4,2,23,1,No
647,57.0,Female,Divorced,Finance,Analyst,5,18960.0,77,18.0,1,1,4,4.0,2,84,Yes,6,54,13,1,3,3,34,3,No
648,22.0,Female,Divorced,Marketing,Analyst,2,14357.0,46,11.0,10,0,3,5.0,4,39,No,7,52,19,3,3,3,40,2,Yes
649,42.0,Male,Divorced,HR,Manager,4,7435.0,34,26.0,6,2,2,5.0,3,96,Yes,1,38,10,2,4,4,13,1,No
650,56.0,Male,Married,Finance,Manager,1,18804.0,71,12.0,7,4,2,3.0,3,56,No,1,46,2,2,2,1,39,4,No
651,56.0,Female,Married,HR,Assistant,4,17626.0,64,2.0,10,9,1,3.0,3,57,Yes,7,50,7,3,3,3,44,3,No
652,29.0,Female,Divorced,IT,Manager,1,10951.0,94,20.0,12,0,4,5.0,4,90,Yes,3,57,9,1,2,1,28,2,Yes
653,29.0,Female,Single,Finance,Manager,5,9449.0,39,15.0,13,2,1,2.0,1,98,No,3,42,16,4,4,4,40,1,No
654,38.0,Female,Single,HR,Manager,1,6199.0,26,20.0,11,2,1,4.0,3,15,No,5,32,7,4,2,1,16,2,No
655,36.0,Male,Married,Sales,Assistant,1,9768.0,85,4.0,3,4,4,4.0,3,27,No,6,33,0,1,1,1,28,3,No
656,40.0,Female,Single,Sales,Executive,1,12130.0,53,22.0,4,2,3,2.0,1,97,No,2,33,19,4,4,4,4,2,No
657,33.0,Female,Married,IT,Manager,2,11633.0,31,18.0,10,8,2,2.0,4,0,Yes,3,40,6,2,1,3,28,1,No
658,28.0,Male,Divorced,Finance,Manager,2,7225.0,59,6.0,11,0,3,5.0,1,40,No,6,57,8,2,4,1,12,2,No
659,20.0,Female,Married,Finance,Assistant,5,19980.0,25,23.0,10,3,4,3.0,1,47,No,3,36,11,2,1,3,16,3,Yes
660,32.0,Male,Married,Finance,Executive,1,9054.0,84,27.0,14,9,4,2.0,1,30,Yes,5,55,8,2,2,3,49,1,No
661,23.0,Male,Divorced,IT,Manager,3,4505.0,37,26.0,12,9,2,3.0,1,35,Yes,9,40,19,1,4,2,36,4,No
662,20.0,Male,Single,Finance,Analyst,5,12053.0,84,19.0,10,3,3,1.0,4,32,No,3,53,2,4,4,3,20,1,No
663,59.0,Female,Married,Sales,Assistant,1,18749.0,52,11.0,14,0,2,4.0,4,32,Yes,6,40,3,4,1,3,26,3,No
664,51.0,Female,Married,HR,Manager,1,13832.0,16,28.0,10,1,1,5.0,1,81,No,5,39,9,3,2,1,26,2,Yes
665,53.0,Male,Divorced,Sales,Manager,2,19344.0,98,24.0,10,0,1,4.0,2,22,Yes,5,34,3,1,4,3,22,4,No
666,47.0,Female,Single,Sales,Analyst,5,17783.0,93,2.0,3,5,1,5.0,2,59,No,6,42,8,4,3,3,9,4,Yes
667,50.0,Female,Married,HR,Analyst,1,4551.0,86,27.0,1,2,3,1.0,2,86,Yes,6,58,0,4,1,2,5,2,No
668,27.0,Male,Divorced,Sales,Assistant,1,18154.0,51,8.0,8,6,1,4.0,2,78,No,1,41,4,3,4,2,17,3,No
669,58.0,Male,Married,IT,Assistant,5,16799.0,63,29.0,13,4,2,1.0,3,89,No,9,39,8,2,2,1,49,1,No
670,45.0,Female,Divorced,HR,Analyst,3,9852.0,66,11.0,10,8,3,5.0,4,29,Yes,5,36,4,4,2,1,34,3,No
671,53.0,Male,Single,Sales,Assistant,5,4449.0,47,5.0,10,6,2,2.0,4,88,Yes,1,48,5,2,2,2,2,4,No
672,22.0,Female,Single,Marketing,Analyst,5,5659.0,36,18.0,2,3,4,4.0,1,44,No,8,48,18,3,2,2,7,1,No
673,31.0,Female,Single,Sales,Manager,3,10509.0,19,23.0,1,4,3,1.0,3,79,No,7,48,7,4,1,4,36,1,No
674,20.0,Female,Single,IT,Analyst,5,5721.0,32,18.0,14,4,2,4.0,1,38,Yes,7,41,9,2,4,3,13,2,No
675,24.0,Female,Married,Finance,Analyst,1,15444.0,52,14.0,8,4,2,4.0,1,44,Yes,5,49,10,1,1,1,20,3,Yes
676,49.0,Male,Married,Sales,Executive,5,12637.0,51,22.0,7,9,3,4.0,4,77,Yes,1,51,12,2,1,1,30,1,Yes
677,49.0,Male,Single,Finance,Analyst,3,13490.0,78,10.0,7,8,4,3.0,3,80,Yes,9,44,19,2,2,3,30,2,No
678,36.0,Male,Single,Marketing,Analyst,4,5925.0,24,3.0,4,9,3,1.0,2,11,Yes,9,34,3,2,3,3,11,3,Yes
679,42.0,Male,Single,Sales,Executive,5,12824.0,93,9.0,11,2,1,1.0,4,92,Yes,8,53,10,2,2,1,31,4,No
680,34.0,Female,Married,HR,Assistant,2,9240.0,56,3.0,9,5,1,4.0,3,31,Yes,5,59,11,1,3,2,3,4,No
681,56.0,Female,Single,Finance,Executive,1,19896.0,62,11.0,6,7,4,2.0,3,55,Yes,3,43,4,3,1,2,2,3,No
682,40.0,Male,Single,Marketing,Manager,1,3215.0,58,12.0,2,8,2,4.0,4,23,Yes,8,41,9,2,2,3,48,1,No
683,33.0,Female,Single,HR,Executive,2,10299.0,96,12.0,14,6,2,3.0,4,12,No,1,58,6,2,2,1,3,1,No
684,21.0,Female,Divorced,HR,Manager,2,14523.0,30,3.0,1,2,2,5.0,1,19,Yes,3,50,8,4,1,3,15,4,Yes
685,30.0,Female,Single,HR,Assistant,5,13364.0,68,21.0,1,0,3,3.0,1,78,Yes,7,40,8,4,2,2,17,4,No
686,58.0,Male,Divorced,HR,Executive,2,6153.0,49,7.0,9,3,3,2.0,1,55,No,4,57,9,1,4,4,48,1,No
687,57.0,Male,Divorced,Sales,Executive,4,4706.0,42,14.0,4,5,4,4.0,2,52,No,7,34,9,1,3,4,7,3,No
688,53.0,Male,Single,Sales,Assistant,3,13298.0,16,24.0,5,2,1,1.0,4,67,No,5,45,1,1,3,2,48,4,No
689,57.0,Female,Divorced,Sales,Manager,2,4567.0,27,28.0,3,0,2,4.0,3,53,No,6,59,3,4,3,3,5,1,No
690,53.0,Male,Single,Marketing,Executive,2,13400.0,55,11.0,4,5,1,2.0,4,33,No,7,55,7,2,2,4,34,3,No
691,37.0,Male,Married,Marketing,Manager,4,13345.0,94,7.0,12,0,3,1.0,3,27,No,7,47,13,4,4,2,33,2,No
692,49.0,Male,Married,Marketing,Executive,1,4128.0,73,25.0,8,8,3,3.0,2,49,Yes,7,41,16,3,2,1,45,3,No
693,34.0,Male,Married,IT,Analyst,1,10867.0,83,21.0,13,0,3,5.0,4,1,No,7,56,12,1,3,3,16,1,No
694,46.0,Male,Married,Marketing,Executive,5,8583.0,67,10.0,4,5,1,5.0,3,93,No,7,56,17,1,2,3,37,3,No
695,53.0,Male,Divorced,Sales,Assistant,4,7897.0,59,11.0,9,0,4,4.0,3,25,No,3,34,17,1,3,4,3,1,No
696,57.0,Female,Single,Sales,Assistant,3,9001.0,34,15.0,9,6,4,3.0,1,50,Yes,3,45,12,3,1,3,47,4,No
697,52.0,Female,Single,IT,Manager,3,14113.0,38,19.0,6,2,3,2.0,2,46,No,7,41,7,2,3,4,48,2,Yes
698,43.0,Male,Single,,Executive,4,7567.0,75,16.0,2,5,2,5.0,4,25,Yes,2,52,11,2,1,4,43,4,No
699,34.0,Male,Married,Marketing,Manager,3,12271.0,72,22.0,12,6,1,3.0,1,83,No,2,31,0,2,1,2,21,4,No
700,49.0,Female,Married,Finance,Manager,1,17348.0,41,21.0,10,0,3,4.0,2,91,No,3,59,19,1,1,4,41,1,No
701,36.0,Female,Single,IT,Analyst,3,14703.0,40,28.0,11,0,1,1.0,1,83,Yes,4,58,17,2,3,1,8,1,No
702,24.0,Male,Married,HR,Analyst,3,16329.0,21,20.0,7,4,1,4.0,4,74,Yes,6,35,2,4,4,3,22,1,No
703,48.0,Male,Single,Sales,Assistant,4,5741.0,56,12.0,9,5,4,4.0,3,73,No,8,52,11,1,3,4,5,1,Yes
704,23.0,Male,Single,HR,Manager,4,9256.0,61,18.0,6,8,3,3.0,4,60,Yes,7,50,18,3,2,3,17,4,No
705,29.0,Male,Single,Sales,Assistant,3,3228.0,67,23.0,3,0,4,5.0,2,22,Yes,4,54,12,3,2,4,37,1,No
706,36.0,Female,Single,Sales,Executive,2,19678.0,73,13.0,14,3,3,3.0,4,36,No,2,59,9,2,4,2,14,1,No
707,29.0,Male,Single,IT,Manager,4,7284.0,52,5.0,7,9,1,1.0,2,40,No,2,33,14,1,4,1,39,4,No
708,36.0,Male,Single,IT,Manager,5,16264.0,83,4.0,5,7,4,3.0,1,51,No,4,59,19,4,4,3,41,2,Yes
709,39.0,Male,Single,HR,Executive,5,16390.0,67,28.0,1,9,1,2.0,2,82,Yes,6,59,1,4,1,2,28,2,No
710,43.0,Male,Married,Sales,Executive,1,3918.0,29,14.0,3,8,3,4.0,3,81,No,3,42,18,1,4,3,31,3,No
711,24.0,Female,Single,HR,Assistant,3,14445.0,40,8.0,5,2,2,5.0,3,48,No,6,39,2,2,4,2,17,4,No
712,53.0,Female,Single,Finance,Assistant,2,3498.0,62,9.0,7,1,4,1.0,3,26,Yes,5,46,13,3,4,1,35,1,No
713,25.0,Female,Married,HR,Executive,1,5809.0,33,25.0,3,3,4,4.0,1,5,Yes,5,43,6,3,3,4,40,3,No
714,21.0,Male,Married,Marketing,Assistant,3,7961.0,23,19.0,6,1,1,3.0,2,73,No,2,53,7,4,2,2,22,2,No
715,32.0,Male,Married,HR,Executive,4,12017.0,78,3.0,5,0,1,2.0,1,65,Yes,8,44,10,4,2,3,45,2,No
716,30.0,Female,Single,Marketing,Manager,5,6779.0,68,5.0,13,2,2,3.0,4,23,No,5,37,19,4,4,3,48,4,No
717,42.0,Male,Divorced,Marketing,Manager,2,13050.0,65,21.0,1,6,4,4.0,4,37,Yes,2,52,5,3,2,2,29,1,Yes
718,35.0,Male,Divorced,Marketing,Analyst,5,5118.0,53,26.0,10,0,3,1.0,4,27,No,7,53,10,4,3,1,10,1,No
719,50.0,Female,Married,Finance,Manager,4,9391.0,18,18.0,6,1,3,5.0,4,27,Yes,9,47,16,3,2,1,18,3,No
720,30.0,Female,Divorced,HR,Executive,3,3145.0,17,1.0,14,0,4,4.0,3,65,Yes,9,32,9,3,1,4,35,2,No
721,35.0,Female,Married,HR,Assistant,4,16929.0,78,8.0,8,7,4,1.0,2,60,Yes,1,54,16,2,3,4,44,3,No
722,27.0,Female,Single,Finance,Analyst,4,17917.0,43,19.0,13,4,4,4.0,3,45,Yes,7,46,1,2,2,3,16,3,No
723,23.0,Male,Divorced,Sales,Assistant,5,7565.0,25,17.0,13,7,2,2.0,2,68,No,9,53,5,2,2,3,49,3,No
724,59.0,Male,Single,IT,Executive,2,19576.0,72,17.0,1,2,3,3.0,2,74,Yes,6,53,4,4,3,4,7,1,No
725,23.0,Female,Divorced,HR,Manager,4,9637.0,89,11.0,2,6,3,5.0,1,73,No,1,36,3,3,2,4,30,2,No
726,44.0,Male,Single,IT,Analyst,5,11243.0,41,2.0,14,7,1,1.0,4,42,Yes,2,42,1,4,2,4,19,3,No
727,22.0,Female,Divorced,Finance,Executive,2,5410.0,35,6.0,4,5,1,5.0,2,58,Yes,4,59,11,3,4,2,23,2,No
728,51.0,Female,Single,Sales,Analyst,3,4820.0,53,22.0,12,6,4,5.0,4,1,No,4,56,2,2,1,4,8,2,No
729,22.0,Male,Single,Sales,Analyst,3,5521.0,60,14.0,2,1,1,5.0,4,14,Yes,2,45,5,2,3,2,17,3,Yes
730,46.0,Female,Divorced,Sales,Manager,1,8882.0,80,3.0,11,7,2,1.0,4,36,Yes,8,34,13,4,4,2,21,3,No
731,48.0,Male,Single,Finance,Executive,5,4867.0,50,12.0,9,4,3,1.0,3,70,No,2,33,7,3,2,4,26,4,No
732,51.0,Male,Single,Marketing,Assistant,2,10465.0,89,4.0,10,6,3,5.0,4,19,Yes,3,55,13,4,3,1,28,1,No
733,38.0,Male,Single,Marketing,Analyst,4,14461.0,96,12.0,8,0,1,3.0,2,97,No,4,39,2,1,3,1,39,2,No
734,40.0,Male,Divorced,IT,Analyst,3,9103.0,79,13.0,8,4,4,4.0,3,34,Yes,9,42,15,4,1,3,33,3,No
735,24.0,Female,Divorced,Marketing,Assistant,2,15197.0,77,2.0,4,0,1,5.0,4,33,Yes,1,39,14,2,1,4,40,3,No
736,37.0,Male,Single,Marketing,Executive,5,18424.0,49,2.0,5,7,4,,1,85,Yes,8,43,6,3,3,3,19,2,No
737,47.0,Female,Single,Sales,Analyst,1,19053.0,45,15.0,4,3,2,5.0,4,30,No,5,55,14,3,1,4,29,3,Yes
738,41.0,Female,Divorced,Sales,Analyst,3,3240.0,42,23.0,13,3,3,1.0,4,86,Yes,7,51,12,4,1,3,20,4,No
739,40.0,Female,Divorced,IT,Analyst,2,7631.0,15,29.0,9,1,2,4.0,3,18,Yes,8,41,5,2,2,2,20,2,No
740,25.0,Female,Single,HR,Executive,2,12599.0,39,17.0,13,4,3,2.0,2,67,Yes,5,56,14,1,1,4,10,3,No
741,20.0,Male,Single,IT,Executive,2,14694.0,57,7.0,2,0,2,4.0,4,23,Yes,8,30,16,4,1,1,12,2,No
742,24.0,Male,Single,IT,Assistant,5,8077.0,98,28.0,13,8,1,4.0,3,83,Yes,8,58,3,3,4,4,33,3,No
743,31.0,Female,Married,Finance,Executive,5,6768.0,81,14.0,11,4,2,2.0,3,38,Yes,9,50,13,2,2,3,25,3,No
744,45.0,Female,Divorced,Finance,Executive,5,12142.0,77,12.0,8,5,2,5.0,2,91,Yes,2,59,14,3,2,3,25,1,No
745,53.0,Male,Married,IT,Manager,4,10995.0,65,17.0,2,1,1,5.0,3,53,Yes,3,49,11,3,3,3,4,2,No
746,33.0,Female,Divorced,IT,Assistant,2,16276.0,16,14.0,1,9,3,5.0,2,38,Yes,1,49,18,3,1,3,4,1,No
747,45.0,Male,Divorced,IT,Analyst,3,15746.0,96,6.0,10,9,3,3.0,1,16,No,4,36,9,3,4,3,9,3,No
748,46.0,Female,Divorced,Marketing,Executive,5,14475.0,78,19.0,3,0,1,5.0,4,18,Yes,5,38,5,1,4,3,15,2,No
749,28.0,Male,Divorced,Finance,Analyst,5,9568.0,88,24.0,9,3,2,2.0,3,47,No,1,37,8,2,2,1,26,2,No
750,45.0,Female,Divorced,IT,Analyst,2,5601.0,83,6.0,12,6,2,3.0,1,34,No,8,56,1,4,1,3,15,4,No
751,41.0,Female,Divorced,Sales,Manager,5,9080.0,23,27.0,3,5,2,5.0,3,31,No,2,42,3,2,4,1,26,4,Yes
752,49.0,Male,Divorced,Sales,Executive,4,16854.0,16,18.0,9,9,4,3.0,3,46,Yes,1,43,8,2,3,4,28,3,No
753,36.0,Female,Married,Marketing,Assistant,4,5159.0,48,24.0,7,0,3,2.0,1,46,No,2,41,14,2,1,2,7,3,No
754,45.0,Female,Single,Marketing,Executive,5,11313.0,74,5.0,13,0,2,5.0,3,63,No,5,37,12,4,1,1,32,3,No
755,55.0,Male,Single,HR,Analyst,2,7368.0,75,24.0,10,7,3,1.0,3,45,No,9,50,19,2,1,4,12,3,No
756,20.0,Female,Married,HR,Assistant,2,4317.0,45,24.0,1,3,2,2.0,1,34,Yes,9,51,7,4,4,2,35,4,No
757,27.0,Male,Married,HR,Executive,2,16272.0,24,6.0,10,4,1,4.0,3,93,No,2,47,18,4,2,1,32,2,Yes
758,54.0,Male,Married,Marketing,Analyst,1,4230.0,90,2.0,5,6,1,4.0,2,16,Yes,2,45,18,1,2,1,9,1,No
759,34.0,Female,Married,Marketing,Analyst,5,4301.0,50,8.0,9,7,3,2.0,3,41,No,3,58,15,3,3,4,14,2,No
760,41.0,Female,Divorced,Marketing,Manager,2,18927.0,99,15.0,12,9,3,4.0,4,28,No,7,40,10,4,4,3,13,2,No
761,33.0,Female,Single,Sales,Manager,4,4910.0,63,15.0,3,6,1,2.0,3,69,Yes,3,45,9,3,1,1,44,4,No
762,45.0,Female,Divorced,Marketing,Manager,3,17904.0,84,11.0,9,1,4,,4,16,Yes,1,43,7,2,3,1,33,2,No
763,47.0,Female,Single,Sales,Analyst,3,11107.0,63,22.0,5,3,1,2.0,4,80,No,6,32,0,3,3,4,32,2,No
764,42.0,Female,Single,HR,Executive,2,5757.0,17,22.0,9,9,2,5.0,3,13,No,3,50,9,3,2,3,19,3,Yes
765,33.0,Female,Married,HR,Manager,3,9464.0,88,24.0,10,0,4,5.0,1,23,No,1,31,17,3,1,2,30,1,Yes
766,43.0,Male,Divorced,HR,Executive,3,19562.0,19,1.0,6,9,1,3.0,2,56,Yes,4,32,2,2,1,3,16,2,No
767,21.0,Female,Married,IT,Manager,1,12088.0,75,18.0,9,8,4,4.0,2,49,Yes,1,33,10,2,4,3,12,2,No
768,45.0,Male,Divorced,IT,Assistant,4,18124.0,99,12.0,7,2,4,4.0,3,56,No,1,51,17,4,4,4,10,1,Yes
769,33.0,Female,Single,Finance,Assistant,4,17260.0,40,12.0,7,2,4,2.0,1,60,No,2,34,2,4,4,3,2,3,No
770,26.0,Female,Married,Finance,Manager,1,12743.0,86,25.0,8,9,3,4.0,1,38,Yes,8,39,7,1,3,4,18,4,No
771,22.0,Male,Married,Finance,Analyst,1,11683.0,19,11.0,7,8,1,5.0,2,54,Yes,2,49,13,2,1,2,13,4,No
772,42.0,Female,Single,IT,Manager,3,3060.0,29,28.0,12,9,3,1.0,1,95,No,2,58,5,1,2,1,29,2,No
773,37.0,Female,Single,IT,Manager,5,12269.0,30,8.0,9,2,3,2.0,3,35,Yes,8,31,14,2,3,1,24,3,No
774,,Male,Single,Finance,Analyst,3,5895.0,15,28.0,11,7,2,4.0,3,36,No,6,41,13,3,3,4,38,4,No
775,54.0,Female,Married,Finance,Assistant,1,18323.0,30,7.0,9,1,2,5.0,1,13,Yes,4,56,6,1,2,4,12,4,No
776,34.0,Female,Divorced,Marketing,Executive,4,15352.0,51,23.0,6,2,4,3.0,3,26,No,3,34,9,1,2,3,29,4,No
777,44.0,Female,Married,Finance,Manager,3,14875.0,17,21.0,7,1,4,4.0,4,82,No,1,34,14,1,4,3,22,4,No
778,56.0,Male,Divorced,Marketing,Analyst,5,19969.0,66,2.0,2,0,2,1.0,2,30,No,3,56,9,2,2,1,36,4,Yes
779,47.0,Female,Married,Sales,Manager,3,8823.0,61,11.0,9,1,2,1.0,3,72,Yes,9,52,16,4,2,1,1,2,No
780,29.0,Female,Married,IT,Analyst,2,14962.0,27,22.0,12,7,1,4.0,1,80,No,5,30,18,1,2,1,43,4,Yes
781,58.0,Female,Single,Finance,Executive,3,3534.0,94,10.0,13,8,4,4.0,2,82,No,6,33,16,4,2,4,40,2,No
782,36.0,Female,Divorced,IT,Executive,1,7011.0,69,3.0,1,1,4,5.0,3,43,Yes,5,56,11,2,4,2,34,1,No
783,58.0,Male,Married,IT,Assistant,4,5155.0,35,20.0,1,6,2,4.0,2,67,No,1,50,14,1,3,2,34,1,Yes
784,41.0,Male,Married,IT,Analyst,4,9957.0,80,29.0,3,4,1,3.0,1,47,No,1,53,11,2,1,4,48,3,No
785,45.0,Female,Single,Sales,Analyst,1,12196.0,68,10.0,12,2,2,5.0,4,56,No,4,41,8,4,1,3,33,2,No
786,44.0,Female,Single,HR,Assistant,2,13691.0,41,28.0,6,8,2,2.0,4,74,,3,41,4,4,3,2,4,3,No
787,36.0,Male,Divorced,Finance,Assistant,1,16327.0,52,27.0,5,5,3,3.0,3,21,Yes,8,45,3,1,1,3,38,1,No
788,32.0,Male,Married,HR,Analyst,3,5706.0,72,18.0,2,0,4,5.0,4,3,Yes,7,53,11,4,1,1,30,1,No
789,39.0,Female,Divorced,HR,Assistant,1,3001.0,76,14.0,9,4,1,5.0,3,80,Yes,7,46,15,3,3,1,46,1,No
790,44.0,Male,Married,HR,Executive,1,12225.0,60,18.0,14,6,3,1.0,2,71,No,8,50,8,3,1,3,20,1,No
791,23.0,Female,Divorced,IT,Manager,2,17820.0,25,28.0,13,3,4,5.0,3,45,Yes,7,39,2,1,1,1,26,4,Yes
